image_name,eye top x,eye top y,eye front x,eye front y,eye bottom x,eye bottom y,eye back x,eye back y,nose top x,nose top y,nose tip x,nose tip y,nose bottom x,nose bottom y,whisker 1 x,whisker 1 y,whisker 2 x,whisker 2 y,whisker 3 x,whisker 3 y,mouth x,mouth y,lip x,lip y
img0051_rotate_rescale_augmented.jpg,130.1583410556174,34.98404449925793,111.63544603479691,51.79791441401303,133.28251190532106,63.153982145823264,149.72984433248118,52.122812471187956,32.810188507988094,86.446517581449,24.236980295550854,99.62683173543378,35.63359189900462,117.23865307083571,91.00988554114153,96.17816622516322,83.76981260435996,85.42293841219124,87.12701145364183,108.4830565152497,86.06483401714277,142.36908529245076,100.30518504142833,145.96186795715846
img0051_flip_rescale_augmented.jpg,72.56331334691743,45.17371905286052,95.70056879538987,54.61710245125814,79.22998017105347,72.71692063343278,60.0142934426612,67.99522893373526,181.5829237651434,60.12574276757213,194.13194366939956,69.56912616696768,189.42606120530345,90.02979019899121,130.21037353209454,89.242841582375,133.3476285081585,76.65166371651434,138.0535109722546,99.47317359838675,150.60253087651083,130.95111826303852,138.44566784426246,139.21407873750937
img0051_pad_rescale_augmented.jpg,155.43668665308257,45.17371905286052,132.29943120461013,54.61710245125814,148.77001982894652,72.71692063343278,167.9857065573388,67.99522893373526,46.41707623485662,60.12574276757213,33.86805633060042,69.56912616696768,38.57393879469653,90.02979019899121,97.78962646790548,89.242841582375,94.6523714918415,76.65166371651434,89.94648902774539,99.47317359838675,77.39746912348917,130.95111826303852,89.55433215573755,139.21407873750937
img0051_rotate_flip_rescale_augmented.jpg,52.28284370017811,63.42362933955624,77.24376509969387,64.35751481425392,67.93624978963952,87.01797824915593,48.269904172791776,89.17527022812759,159.82453801447173,40.06176895842598,174.8357726062846,44.629210195769474,177.38821815814453,65.4708588749119,121.47542231772638,85.0523661046405,120.13146008200718,72.14392006250824,132.33282498288293,91.97421082182619,154.855090350634,117.24736668238596,146.2480124083019,129.18386998509004
img0051_blur_augmented.jpg,155.43668665308257,45.17371905286052,132.29943120461013,54.61710245125814,148.77001982894652,72.71692063343278,167.9857065573388,67.99522893373526,46.41707623485662,60.12574276757213,33.86805633060042,69.56912616696768,38.57393879469653,90.02979019899121,97.78962646790548,89.242841582375,94.6523714918415,76.65166371651434,89.94648902774539,99.47317359838675,77.39746912348917,130.95111826303852,89.55433215573755,139.21407873750937
img0076_rotate_rescale_augmented.jpg,129.9903457758125,33.370488743053706,111.50132048522657,51.42816951002695,133.38276772499665,62.27991619852888,149.83010015215694,51.24874652389323,33.7151976250859,87.79092105807055,24.841221953621304,103.5934330539387,36.3706057366376,116.96950079219059,89.66998341544642,97.08621568643933,82.6981615778052,87.07047768143937,91.2483270204115,109.49034068526304,86.66772230520542,141.73018810981958,100.23879895164701,148.07974475573377
img0076_flip_rescale_augmented.jpg,72.17115647490931,43.59982181863011,95.70056879538987,54.2236281429499,78.83782329904567,71.92997201681656,59.62213657065312,67.20828031711879,181.19076689313528,61.699640000804806,194.9162574134155,73.503869250049,188.64174746128728,90.02979019899121,131.77900102012637,89.63631589068322,134.91625599619064,77.83208664143879,134.52409912418253,101.83401944823564,149.81821713249465,130.55764395473028,139.22998158827863,141.18145027905027
img0076_pad_rescale_augmented.jpg,155.8288435250907,43.59982181863011,132.29943120461013,54.2236281429499,149.16217670095435,71.92997201681656,168.3778634293469,67.20828031711879,46.80923310686472,61.699640000804806,33.08374258658449,73.503869250049,39.358252538712726,90.02979019899121,96.22099897987363,89.63631589068322,93.08374400380937,77.83208664143879,93.47590087581749,101.83401944823564,78.18178286750538,130.55764395473028,88.77001841172135,141.18145027905027
img0076_rotate_flip_rescale_augmented.jpg,51.377834582740185,62.07922586199714,77.10963955012352,63.987769910267836,67.29949177168268,86.41306458050646,47.63314615483459,88.57035655947796,159.9925332939366,41.67532471369264,176.91404193962055,48.05750695698435,176.65120432051157,65.74001115355699,123.0835755425622,84.88380645133657,122.0078644059839,72.71485021717615,129.82101601095718,95.40386549964491,153.98395096343063,117.14677405704498,147.65565399378656,130.76344222637513
img0076_blur_augmented.jpg,155.8288435250907,43.59982181863011,132.29943120461013,54.2236281429499,149.16217670095435,71.92997201681656,168.3778634293469,67.20828031711879,46.80923310686472,61.699640000804806,33.08374258658449,73.503869250049,39.358252538712726,90.02979019899121,96.22099897987363,89.63631589068322,93.08374400380937,77.83208664143879,93.47590087581749,101.83401944823564,78.18178286750538,130.55764395473028,88.77001841172135,141.18145027905027
