scorer,,,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS,AVS
bodyparts,,,eye top,eye top,eye front,eye front,eye bottom,eye bottom,eye back,eye back,nose top,nose top,nose tip,nose tip,nose bottom,nose bottom,whisker 1,whisker 1,whisker 2,whisker 2,whisker 3,whisker 3,mouth,mouth,lip,lip
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,cam1_G7c1_2,img0067.png,583.0789610465073,64.66718419000479,498.3730766927779,109.24922858670446,566.7322114343841,171.66409074208406,639.5495506156602,150.85913669029094,166.97988001064337,140.45665966439412,120.911767467387,196.92724923354706,149.1470622519635,245.96749806991676,296.2678087610725,231.10681660435023,333.4195124249889,190.98297664732053,317.0727628128657,277.1749291476066,311.1284902266391,388.63004013935586,345.3080575974422,415.37926677737573
labeled-data,cam1_G7c1_2,img0107.png,580.106824753394,66.15325233656144,501.3452129858912,109.24922858670446,565.2461432878274,174.6362270351974,639.5495506156602,159.77554556963088,168.46594815720002,133.02631893161083,126.85604005361364,180.58049962142383,150.63313039852014,244.48142992336005,311.1284902266391,231.10681660435023,342.33592130432885,193.95511294043382,323.0170353990923,281.6331335872766,309.6424220800824,385.65790384624256,346.79412574399885,412.4071304842624
labeled-data,cam1_G7c1_2,img0130.png,580.106824753394,66.15325233656144,505.8034174255612,107.76316044014781,566.7322114343841,171.66409074208406,636.5774143225469,156.80340927651753,169.9520163037567,131.54025078505418,129.82817634672693,183.55263591453712,150.63313039852014,242.9953617768034,363.1408753561221,244.48142992336017,358.6826709164521,193.95511294043382,334.90558057154556,289.06347432005987,312.61455837319573,388.63004013935586,354.22446647678214,416.8653349239324
labeled-data,cam1_G7c1_2,img0183.png,584.565029193064,61.69504789689147,505.8034174255612,112.22136487981778,577.1346884602807,174.6362270351974,630.6331417363203,158.28947742307417,171.43808445031334,131.54025078505418,125.36997190705696,185.03870406109377,153.60526669163346,250.4257025095867,361.65480720956543,244.48142992336017,349.76626203711214,199.89938552666047,330.4473761318756,284.60526988038987,314.1006265197524,382.68576755312927,348.2801938905555,416.8653349239324
labeled-data,cam1_G7c1_2,img0210.png,584.565029193064,67.63932048311811,505.8034174255612,109.24922858670446,571.190415874054,171.66409074208406,632.1192098828769,152.34520483684759,177.38235703653996,137.48452337128077,120.911767467387,177.60836332831047,155.0913348381901,254.8839069492567,361.65480720956543,241.50929363024687,346.79412574399885,193.95511294043382,333.4195124249889,281.6331335872766,318.5588309594224,388.63004013935586,354.22446647678214,416.8653349239324
labeled-data,cam1_G7c1_2,img0267.png,583.0789610465073,66.15325233656144,498.3730766927779,110.73529673326111,565.2461432878274,170.1780225955274,635.0913461759903,155.31734112996088,192.24303850210654,112.22136487981764,147.66099410540684,135.99845522472413,152.1191985450768,234.07895289746347,370.5712160889054,234.07895289746358,361.65480720956543,189.49690850076388,345.3080575974422,266.77245212171,305.18421764041244,391.6021764324692,339.36378501121555,418.351403070489
labeled-data,cam1_G7c1_2,img0311.png,578.6207566068373,64.66718419000479,499.8591448393345,107.76316044014781,568.2182795809407,173.1501588886407,639.5495506156602,152.34520483684759,192.24303850210654,119.6517056126009,137.25851707951023,164.2337500093006,150.63313039852014,235.5650210440201,354.22446647678214,226.6486121646803,376.51548867513196,190.98297664732053,366.1130116492354,269.74458841482334,303.6981494938558,388.63004013935586,340.8498531577722,415.37926677737573
labeled-data,cam1_G7c1_2,img0347.png,578.6207566068373,67.63932048311811,499.8591448393345,115.19350117293108,565.2461432878274,173.1501588886407,639.5495506156602,153.83127298340423,186.2987659158799,121.13777375915758,146.17492595885017,155.31734112996065,155.0913348381901,237.05108919057682,370.5712160889054,235.56502104402028,378.00155682168867,190.98297664732053,363.1408753561221,269.74458841482334,302.21208134729915,391.6021764324692,337.8777168646589,418.351403070489
labeled-data,cam1_G7c1_2,img0373.png,581.5928928999506,63.18111604344814,502.83128113244777,110.73529673326111,559.3018707016008,170.1780225955274,644.0077550553302,152.34520483684759,162.5216755709734,141.94272781095077,117.9396311742737,182.06656776798047,156.57740298474678,253.3978388027,376.51548867513196,231.10681660435029,358.6826709164521,186.52477220765053,354.22446647678214,266.77245212171005,309.6424220800824,394.5743127255825,337.8777168646589,416.8653349239324
labeled-data,cam1_G7c1_2,img0519.png,581.5928928999506,64.66718419000479,499.8591448393345,109.24922858670446,562.2740069947141,168.69195444897076,636.5774143225469,158.28947742307417,174.41022074342666,133.02631893161083,128.3421082001703,171.66409074208389,155.0913348381901,248.93963436303005,360.16873906300873,245.96749806991681,343.8219894508855,193.95511294043382,331.93344427843226,278.6609972941633,306.6702857869691,390.1161082859125,360.16873906300873,430.23994824294226
labeled-data,cam1_G7c1_2,img0539.png,584.565029193064,64.66718419000479,507.28948557211777,103.30495600047784,571.190415874054,170.1780225955274,638.0634824691036,155.31734112996088,363.1408753561221,232.59288475090693,351.2523301836688,186.52477220765053,343.8219894508855,266.77245212171,156.57740298474678,138.97059151783742,113.48142673460373,188.01084035420712,147.66099410540684,240.0232254836901,302.21208134729915,385.65790384624256,330.4473761318756,413.89319863081903
labeled-data,cam1_G7c1_2,img0564.png,586.0510973396206,64.66718419000479,507.28948557211777,112.22136487981778,566.7322114343841,174.6362270351974,636.5774143225469,150.85913669029094,159.54953927786008,140.45665966439412,113.48142673460373,196.92724923354706,153.60526669163346,254.8839069492567,372.057284235462,244.48142992336017,349.76626203711214,195.44118108699047,346.79412574399885,284.6052698803899,308.15635393352574,397.5464490186958,354.22446647678214,437.67028897572555
labeled-data,cam1_G7c1_2,img0568.png,581.5928928999506,69.12538862967476,502.83128113244777,116.67956931948775,563.7600751412707,174.6362270351974,636.5774143225469,155.31734112996088,184.81269776932325,119.6517056126009,132.80031263984026,152.34520483684736,155.0913348381901,245.96749806991676,360.16873906300873,250.4257025095868,343.8219894508855,201.3854536732171,330.4473761318756,286.0913380269466,305.18421764041244,394.5743127255825,337.8777168646589,428.75388009638567
labeled-data,cam1_G7c1_2,img0754.png,580.106824753394,64.66718419000479,501.3452129858912,106.27709229359114,574.1625521671674,174.6362270351974,635.0913461759903,150.85913669029094,152.1191985450768,152.34520483684736,114.96749488116038,202.87152181977365,150.63313039852014,250.4257025095867,342.33592130432885,253.3978388027001,334.90558057154556,196.92724923354712,360.16873906300873,302.4380876390698,312.61455837319573,388.63004013935586,339.36378501121555,415.37926677737573
labeled-data,cam1_G7c1_2,img0954.png,581.5928928999506,64.66718419000479,504.3173492790045,106.27709229359114,566.7322114343841,176.12229518175405,638.0634824691036,150.85913669029094,181.84056147620993,125.59597819882755,129.82817634672693,177.60836332831047,155.0913348381901,242.9953617768034,388.40403384758525,238.53715733713358,375.0294205285753,193.95511294043382,372.057284235462,271.23065656138,306.6702857869691,387.1439719927992,346.79412574399885,422.809607510159
labeled-data,cam1_G7c1_2,img0966.png,581.5928928999506,64.66718419000479,504.3173492790045,115.19350117293108,565.2461432878274,177.6083633283107,636.5774143225469,152.34520483684759,177.38235703653996,128.56811449194083,123.88390376050032,180.58049962142383,150.63313039852014,247.4535662164734,372.057284235462,238.53715733713352,355.7105346233388,186.52477220765053,354.22446647678214,274.2027928544933,303.6981494938558,390.1161082859125,351.2523301836688,418.351403070489
labeled-data,cam1_G7c1_2,img0987.png,583.0789610465073,63.18111604344814,501.3452129858912,109.24922858670446,574.1625521671674,177.6083633283107,638.0634824691036,147.8870003971776,172.92415259687,133.02631893161083,116.45356302771702,183.55263591453712,153.60526669163346,254.8839069492567,305.18421764041244,234.07895289746352,340.8498531577722,196.92724923354712,327.4752398387623,275.68886100104993,314.10062651975244,388.63004013935586,352.73839833022544,415.37926677737573
labeled-data,cam1_G7c1_2,img1029.png,584.565029193064,66.15325233656144,502.83128113244777,110.73529673326111,572.6764840206107,176.12229518175405,635.0913461759903,156.80340927651753,147.66099410540684,144.91486410406407,117.9396311742737,189.49690850076377,146.17492595885017,253.3978388027,300.72601320074244,231.10681660435023,331.93344427843226,195.44118108699047,340.8498531577722,253.3978388027001,311.1284902266391,385.65790384624256,339.36378501121555,416.8653349239324
labeled-data,cam1_G7c1_2,img1166.png,581.5928928999506,67.63932048311811,502.83128113244777,109.24922858670446,566.7322114343841,170.1780225955274,633.6052780294336,156.80340927651753,181.84056147620993,128.56811449194083,132.80031263984026,158.28947742307395,149.1470622519635,242.9953617768034,355.7105346233388,232.59288475090693,346.79412574399885,185.03870406109388,328.96130798531897,265.28638397515334,299.2399450541858,394.5743127255825,333.4195124249889,425.7817438032723
labeled-data,cam1_G7c1_2,img1223.png,586.0510973396206,61.69504789689147,499.8591448393345,106.27709229359114,562.2740069947141,170.1780225955274,636.5774143225469,152.34520483684759,164.00774371753005,131.54025078505418,125.36997190705696,167.2058863024139,143.20278966573684,242.9953617768034,355.7105346233388,235.56502104402023,340.8498531577722,190.98297664732053,327.4752398387623,275.68886100104993,293.29567246795915,387.1439719927992,337.8777168646589,415.37926677737573
labeled-data,cam1_G7c1_2,img1272.png,587.5371654861773,60.20897975033482,502.83128113244777,110.73529673326111,571.190415874054,176.12229518175405,641.0356187622169,153.83127298340423,171.43808445031334,135.99845522472413,122.39783561394367,170.17802259552724,149.1470622519635,250.4257025095867,355.7105346233388,241.50929363024687,340.8498531577722,195.44118108699047,323.0170353990923,284.60526988038987,308.15635393352574,393.08824457902585,342.33592130432885,419.8374712170457
